LY,ND,TM,DYZZ,TXZZ,QBZZ,CBS,NFJM,FBSJ
植保学会科技奖,2018,杂交水稻品种（组合）对稻曲病的抗性研究,黄瑞荣,黄瑞荣,黄瑞荣；李湘民；华菊玲；马辉刚；邱在辉；梁玉勇；兰波,江西农业大学学报,2010年32卷4期0718-0722页,
植保学会科技奖,2018,江西晚稻“ 籼改粳” 候选品种对稻曲病的抗性评价,兰波,李湘民,兰波；杨迎青；孙强；胡建坤；黄瑞荣；陈前武；余春华；李湘民,江西农业大学学报,2016年38卷6期1029-1035页,
植保学会科技奖,2018,稻曲病化学防控药剂精准使用技术研究,黄蓉,黄瑞荣,黄蓉；黄瑞荣；胡建坤；华菊玲；刘思正,江西农业学报,2014年26卷11期65-68页,
植保学会科技奖,2018,75%肟菌酯·戊唑醇(NATIVO)防治稻曲病田间试验,陈前武,李湘民,陈前武；钟莉；王芳；姜训球；吴友栋；陈柯德；黄瑞荣；李湘民,江西农业学报,2009年21卷5期92-93页,
植保学会科技奖,2018,江西西北山区稻曲病药剂防控与效益评估,樊耀清,李湘民,樊耀清；黄瑞荣；黄 蓉；胡建坤；李湘民,生物灾害科学,2014年37卷2期167-171页,
植保学会科技奖,2018,江西省稻曲病发生概括与治理对策,黄瑞荣,黄瑞荣,黄瑞荣；华菊玲；马辉刚；梁玉勇；兰波；李小美；徐仁水；刘思正,江西农业大学学报,2009年31卷,
植保学会科技奖,2018,水稻品种对稻曲病的抗性鉴定与评价,黄瑞荣,黄瑞荣,黄瑞荣；刘思正；王德标；黄建华；徐长生；伊才秀；张群；李小美,中国植物保护学会2009年学术年会论文集,2009年,
植保学会科技奖,2018,东乡野生稻对稻曲病抗性研究,胡建坤,黄瑞荣,胡建坤；黄蓉；华菊玲；李湘民；黄瑞荣,中国植物病理学会2017年学术年会论文集,2017年,
植保学会科技奖,2018,Analysis of Microbial Diversity in Soil under Ginger Cultivation,刘奕清,,吴林；吴兴文；李洪海；廖钦洪；张小静；孙志强；李文华,Scientifica,2017年,
植保学会科技奖,2018,Effects of soil moisture content on the growth and physiological status of ginger (Zingiber officinale Ro,李洪雷,姜玉松,谭定权；廖钦洪；邹勇,Acta Physiologiae Plantarum,2018年,
植保学会科技奖,2018,Ginger: Response to pathogen-related diseases,姜玉松,邹勇,廖钦洪；李洪雷,Physiological and Molecular Plant Pathology,2017年,
植保学会科技奖,2018,紫色土植物促生菌筛选及其复合菌剂对生姜种苗的促生效应,申鸿,刘奕清,吴波；李洪海；吴兴文；杨星勇,中国蔬菜,2018年,
植保学会科技奖,2018,茎尖脱毒生姜组培苗病原检测研究,黄科,刘奕清,陈泽雄；唐建民,北方园艺,2011年,
植保学会科技奖,2018,生姜脱毒种苗移栽基质筛选及肥水调控研究,刘奕清,刘奕清,陈泽雄；吴中军,北方园艺,2010年,
植保学会科技奖,2018,甘氨酸浓度对生姜组培苗氮代谢的影响,廖林正,刘奕清,朱菲菲；陈泽雄；唐建民,中国蔬菜,2013年,
植保学会科技奖,2018,植物组织培养与种苗产业化研究,刘奕清,,连勇；葛红,中国科学技术出版社,2016年,
植保学会科技奖,2018,药用植物病害原色图鉴,周如军,傅俊范,傅俊范；徐海娇；袁月；严雪瑞；薛彩云；李自博；姚远；苏丹；孙嘉曼,中国农业出版社,2016年,
植保学会科技奖,2018,药用植物病理学,傅俊范,傅俊范,丁万隆；陈秀蓉；谭万忠；周如军；严雪瑞；鄢洪梅；周江鸿；高俊明；柴兆祥；胡先奇；张建军,中国农业出版社,2007年,
植保学会科技奖,2018,"First Record of Didymella anemones sp. nov. Teleomorph of Ascochyta anemones, the Causal Agent of Leaf Sp",苏丹,傅俊范,周如军；欧阳慧,Journal of Phytopathology,2012年,
植保学会科技奖,2018,Paracercospora dictamnicola sp. nov. from China,欧阳慧,周如军,傅俊范,Mycological Progress,2015年,
植保学会科技奖,2018,Allelopathic effects of phenolic acids from Ginseng rhizosphere soil on Cylindrocarpon destructans (zinss,李自博,傅俊范,傅俊范；周如军,Allelopathy Journal,2018年,
植保学会科技奖,2018,Proteomics research and related functional classification of liquid sclerotial exudates of Sclerotinia gi,王丹,傅俊范,周如军；李自博,Peer J,2017年,
植保学会科技奖,2018,药肥处理对老参地土壤微生物区系及化学性质的影响,李自博,傅俊范,周如军；解宇娇,吉林农业大学学报,2015年,
植保学会科技奖,2018,人参连作根际土壤中酚酸物质对人参锈腐病菌的化感效应,李自博,傅俊范,周如军；解宇娇,应用生态学报,2016年,
植保学会科技奖,2018,The transcription factor-encoding gene crtf is involved in Clonostachys chloroleuca mycoparasitism on Scl,孙占斌,孙漫红,王琦；张俊；姜维治；王琦；李世东；马桂珍,Microbiological Research,2018年210卷6-11页,
植保学会科技奖,2018,Transaldolase gene Tal67 enhances the biocontrol activity of Clonostachys rosea 67-1 against Sclerotinia ,刘静雨,孙漫红,李世东,Biochemical and Biophysical Research Communications,2016年474卷503-508页,
植保学会科技奖,2018,Draft genome sequence of mycoparasite Clonostachys rosea strain 67-1,孙占斌,孙漫红；李世东,-,Genome Announcements,2015年3卷3期e00546-15页,
植保学会科技奖,2018,Identification of mycoparasitism-related genes in Clonostachys rosea 67-1 active against Sclerotinia scle,孙占斌,孙漫红；李世东,-,Scientific Reports,2015年5卷18169页,
植保学会科技奖,2018,A perilipin gene from Clonostachys rosea f. catenulata HL-1-1 is related to sclerotial parasitism,孙占斌,孙漫红,李世东；钟增明,International Journal of Molecular Sciences,2015年16卷5347-5362页,
植保学会科技奖,2018,Synergistic effect of dazomet soil fumigation and Clonostachys rosea against cucumber Fusarium wilt,田甜,孙漫红,李世东,Phytopathology,2014年104卷12期1314-1321页,
植保学会科技奖,2018,Effects of culture conditions on spore types of Clonostachys rosea 67-1 in submerged fermentation,孙漫红,李世东,陈彦明；刘剑锋；马桂珍,Letters in Applied Microbiology,2013年58卷4期318–324页,
植保学会科技奖,2018,粉红粘帚霉67-1菌株寄生核盘菌研究,张拥华,李世东,高会兰；马桂珍,植物病理学报,2004年34卷211-214页,
植保学会科技奖,2018,Real-time TaqMan RT-PCR for detection of maize chlorotic mottle virus in maize seeds,张永江,范在丰,赵文军；李明福；陈洪俊；朱水芳,Journal of Virological Methods,2011年171卷292-294页,
植保学会科技奖,2018,Oligonucleotide microarray with a minimal number of probes for the detection and identification of thirte,张永江,朱水芳,李桂芬；李明福；黄新； 陈洪俊；赵文军,Journal of Virological Methods,2010年167卷53-60页,
植保学会科技奖,2018,Rapid on-site detection of Acidovorax avenae subsp. citrulli by gold-labeled DNA strip sensor,赵文军,朱水芳,鲁洁；马文蔚； 胥传来；匡华,Biosens Bioelectron,2011年26卷10期4241-4244页,
植保学会科技奖,2018,马铃薯X病毒和马铃薯Y病毒胶体金免疫层析试纸条的研制,魏梅生,,刘洪义；李桂芬；陈燕芳,植物保护,2006年,
植保学会科技奖,2018,北京怀柔地区樱桃上发现李属坏死环斑病毒,李明福,黄冲,张永江；相宁；张秀琴；李桂芬；魏梅生；陈燕芳,植物病理学报,2005年35卷6期552-554页,
植保学会科技奖,2018,黄瓜绿斑驳花叶病毒北京和山东分离物的生物学测定及其基因组比较,田永蕾,李明福,刘冬梅；张永江；马占鸿,植物检疫,2009年23卷06期1-6页,
植保学会科技奖,2018,黄瓜绿斑驳花叶病毒多克隆抗体制备及检测应用,李桂芬,,马洁；陈红运；李明福；陈笑瑜；丁建云,河南农业科学,2007年11期76-78页,
植保学会科技奖,2018,3种葫芦科作物种质资源中黄瓜绿斑驳花叶病毒检测,张永江,,马洁；李桂芬；李明福,种子,2008年27卷10期41-43页,
植保学会科技奖,2018,"Bacillus subtilis, XF-1处理根肿病污染的甘蓝根围土壤的细菌与真菌群落研究",刘春明,何月秋,杨珍福；何鹏飞；吴毅歆,Agriculture Ecosystems & Environment,2018年,
植保学会科技奖,2018,Plasmodiophora brassicae在中国十字花科作物与杂草的寄主范围,任莉,方小平,刘凡； 陈国荣；孙超超；李俊,Plant Disease,2015年,
植保学会科技奖,2018,Bacillus subtilis XF-1的全基因组测序揭示其生防和对植物益生的功能特性,郭圣烨,何月秋,李兴玉；何鹏飞；吴毅歆 ,Journal of Industrial Microbiology & Biotechnology,2015年,
植保学会科技奖,2018,RT-PCR定量分析Plasmodiophora brassicae和大白菜抗性基因表达,吴丽燕,和江明,李石开； 龚亚菊；钟利,Scientia Horticulturae,2012年,
植保学会科技奖,2018,Bacillus subtilis XF-1 丰源素型环肽防治大白菜根肿病作用机制与多样性,李兴玉,何月秋,毛自朝；王跃虎；吴毅歆；龙春林,Journal of Microbiology & Biotechnology,2013年,
植保学会科技奖,2018,贵州稻水象甲越冬场所的初步调查与分析,峗薇,杨茂发,杨大星；彭炳富；廖启荣；杨洪；陈文龙,贵州农业科学,2011年39卷6期90-93页,
植保学会科技奖,2018,不同球孢白僵菌对稻水象甲成虫的致病力测定,徐进,杨茂发,杨大星；师沛琼；邹晓,贵州农业科学,2013年41卷3期69-72页,
植保学会科技奖,2018,两种育秧方式下稻水象甲幼虫的空间分布型及其抽样技术,峗薇,杨茂发,廖启荣；杨洪；陈文龙,植物保护学报,2013年40卷2期128-132页,
植保学会科技奖,2018,稻水象甲成虫活动行为的日节律,杨茂发,杨茂发,杨大星；徐进；刘健锋；武承旭,昆虫学报,2013年56卷8期952-959页,
植保学会科技奖,2018,稻水象甲幼虫在水稻根部的空间分布型研究,何永福,何永福,廖国会；金剑雪；程英；张忠民；袁洁；陈小均；江兆春；胡吉锋,西南农业学报,2013年26卷3期1006-1008页,
植保学会科技奖,2018,不同药剂防治稻水象甲幼虫田间试验,何永福,何永福,廖国会；袁洁；陈小均；李凤良；程英；江兆春；胡吉锋；张忠民,农药,2013年52卷1期60-62页,
植保学会科技奖,2018,贵州稻水象甲危害损失和防治指标研究,狄雪塬,杨茂发,徐进；严斌；韩畅；吉永权；黎行,应用昆虫学报,2015年52卷6期1474-1481页,
植保学会科技奖,2018,"Genetic diversity and spread of Lissorhoptrus oryzophilus (Coleoptera: Curculionidae) in China, based on ",李尚伟,杨茂发,魏方超；杜娟,Journal of Asia-Pacific Entomology,2017年20卷3期935-941页,
植保学会科技奖,2018,"Performance of four Chinese Trichogramma species as biocontrol agents of the rice striped stem borer, Ch",原晓华,臧连生,宋丽威；张俊杰；阮长春,Journal of Pest Science,2012年,
植保学会科技奖,2018,"Effects of host-egg ages on host selection and suitability of four Chinese Trichogramma species, egg para",张俊杰,臧连生,任炳忠；原晓华；阮长春,BioControl,2014年,
植保学会科技奖,2018,Trichogramma parasitoids can distinguish between fertilized and unfertilized host eggs,杜文梅,臧连生,杜文梅；侯洋旸；林英；张俊杰；阮长春,Journal of Pest Science,2018年,
植保学会科技奖,2018,"Advantages of diapause in Trichogramma dendrolimi mass production on eggs of the Chinese silkworm, Anthe",张俊杰,臧连生,张雪；杜文梅；侯洋旸；阮长春,Pest Management Science,2018年,
植保学会科技奖,2018,Geographic Variation of Diapause Induction Rates in Trichogramma drendrolimi (Hymenoptera: Trichogrammati,张俊杰,臧连生,杜文梅；阮长春,Journal of Economic Entomology,2017年,
植保学会科技奖,2018,"Effect of fertilized, unfertilized, and UV-irradiated hosts on parasitism and suitability for Trichogramm",许晶,臧连生,林英；田春雨；阮长春,Entomologia Experimentalis et Applicata,2016年,
植保学会科技奖,2018,"Parasitism and Suitability of Fertilized and Nonfertilized Eggs of the Rice Striped Stem Borer, Chilo sup",杨旭,臧连生,阮长春,Journal of Economic Entomology,2016年,
植保学会科技奖,2018,赤眼蜂寄生生态学与工厂化繁殖应用,黄寿山,臧连生,臧连生；阮长春,科学出版社,2013年,
植保学会科技奖,2018,"Habitat evaluation for outbreak of Yangtze voles (Microtus fortis), and management implications",徐正刚,王勇,赵运林；李波；张美文,Integrative Zoology,2015年10卷4-14页,
植保学会科技奖,2018,Antifertility effects of crude ethanol extracts of Tripterygium hypoglaucum (Levl.) Hutch in male Mongoli,王登,施大钊,郭永旺,Journal of Applied Animal Research,2011年39卷44-48页,
植保学会科技奖,2018,"Modified trap barrier system for the management of rodents in maize fields in Jilin Province, China 围栏陷阱系",王登,王登,李全喜；李科,Crop Protection 硕士论文,2017年98卷172-178页,
植保学会科技奖,2018,Warfarin resistance test and polymorphism screening in the VKORC1 gene in Rattus flavipectus,黄宝欢,刘晓辉,冯志勇,Journal of Pest Science,2011年84卷87-92页,
植保学会科技奖,2018,洞庭湖区东方田鼠种群数量预警,李波,李波,王勇；张美文；韩立亮；吴承和；黄华南,植物保护,2007年33卷2期134-136页,
植保学会科技奖,2018,中国农区鼠害监测与防治标准,郭永旺,中国农业出版社,杨再学,中国农业出版社,2011年6月,
植保学会科技奖,2018,农业鼠害防控技术及杀鼠剂科学使用指南,郭永旺,全国农业技术推广服务中心,施大钊,中国农业出版社,2015年11月,
植保学会科技奖,2018,Comparative genomics and transcriptmics analyses reveal divergent lifestyle features of nematode endopara,赖屹玲,向梅春；刘杏忠,刘科科；章小灵；李宽；王牛牛；束弛；武云鹏；王成树,Genome Biology and Evolution,2014年6卷3077-3093页,
植保学会科技奖,2018,Effect of soybean monoculture on the bacterial communities associated with cycsts of Heterodera glycines,朱英波,向梅春；刘杏忠,施凤玉；田建卿；刘建斌,Journal of Nematology,2013年45卷228-235页,
植保学会科技奖,2018,Rhizosphere bacterial communities associated with healthy and Heterodera glycines-infected soybean roots,朱英波,向梅春；刘杏忠,田建卿；施凤玉；苏磊；刘科科,European Journal of Soil Biology,2013年58卷32-37页,
植保学会科技奖,2018,Genetic structure and parasitization-related ability divergence of a nematode fungal pathogen Hirsutella ,束弛,向梅春；刘杏忠,蒋先芝；程晓丽；王牛牛,Fungal Genetics and Biology,2015年81卷212-220页,
植保学会科技奖,2018,Successive soybean-monoculture cropping assembles rhizosphere microbial communities for the soil suppress,Hamid M. Imran,向梅春,武云鹏；章小灵；刘杏忠,FEMS microbiology ecology,2017年93卷fiw222页,
植保学会科技奖,2018,"Population genetics analyses of Hirsutella rhossiliensis, a dominant parasite of cyst nematode juveniles ",王牛牛,向梅春,张永杰；蒋先芝；束弛；刘杏忠,Applied and Environmental Microbiology,2016年82卷6317-6325页,
植保学会科技奖,2018,"Functional response of the fungus Hirsutella rhossiliensis to the nematode, Heterodera glycines",束弛,向梅春；刘杏忠,赖屹玲；杨恩策,Science China- Life Sciences,2015年58卷7期704-712页,
植保学会科技奖,2018,连作条件下大庆和安达地区大豆胞囊线虫毒力类型鉴定研究,陈井生,李泽宇,李肖白；周长军；罗璇；王东；段玉玺；陈立杰,大豆科学,2015年34卷675-678页,
植保学会科技奖,2018,ALS herbicide resistance mutations in Raphanus raphanistrum: evaluation of pleiotropic effects on vegetat,李美,,余勤；韩和平,Pest Management Science,2013年,
植保学会科技奖,2018,山东省小麦田杂草组成及群落特,高兴祥,李美,李美；房锋；李健；张悦丽；孙作文,草业学报,2014年,
植保学会科技奖,2018,河南省冬小麦田杂草组成及群落特征,高兴祥,李美,李美；房锋；李健,麦类作物学,2016年,
植保学会科技奖,2018,黄淮海冬小麦田杂草发生现状、 防除难点及防控技术,李美,李美,高兴祥；李健；房锋；孙作文,山东农业科学,2016年,
植保学会科技奖,2018,麦田节节麦发生动态及其对小麦产量的影响,房锋,魏守辉,张朝贤；黄红娟；李美；高兴祥；魏守辉,生态学报,2014年,
植保学会科技奖,2018,麦田播娘蒿发生动态及其对小麦产量构成因素的影响,房锋,李美,李美；高兴祥；李健；李燕,中国农业科学,2015年,
植保学会科技奖,2018,山东省小麦田播娘蒿对苯磺隆的抗性测定,高兴祥,李美,李美；高宗军；房锋；张悦丽；齐军山,植物保护学报,2014年,
植保学会科技奖,2018,大穗看麦娘化学防控田间效果评价,高兴祥,李美,李美；孙作文；房锋；李健；吴加军；李茂昇,草叶学报,2016年25卷8期172页,
植保学会科技奖,2018,嘧肽霉素诱导烟草BY_2悬浮细胞防卫反应的研究,郭依,安梦楠；吴元华,安梦楠；吴元华,农药,2018年,
植保学会科技奖,2018,1.8% 嘧肽多抗水剂对水稻纹枯病菌的作用机理,司洪阳,吴元华,杜 红；赵秀香；魏松红,农药,2017年,
植保学会科技奖,2018,1.8% 嘧肽多抗水剂对烟草靶斑病病菌(Rhizoctonia solani)的作用机制研究,司洪阳,吴元华,杜 红；郝学政；赵秀香,江苏农业科学,2018年,
植保学会科技奖,2018,嘧肽霉素高产菌株的选育,吴元华,吴元华,高芬；杜春梅；赵秀香；魏颖颖；宋 　影,中国生物防治,2008年,
植保学会科技奖,2018, 嘧肽霉素抗烟草花叶病毒作用机理初步研究,朱春玉,吴元华, 赵秀香；王艳红,植物病理学报,2006年,
植保学会科技奖,2018,嘧肽霉素影响烟草花叶病毒RNA蓄积量的研究,吴元华,吴元华,朱春玉；杜春梅；王艳红；赵秀香,病毒学报,2005年,
植保学会科技奖,2018,嘧肽霉素发酵液抗真菌组分的高效液相色谱分析,穆凌霄,吴元华,伏颖,农药,2011年,
植保学会科技奖,2018,不吸水链霉菌辽宁变种基因转移系统的建立,魏颖颖,吴元华,赵秀香,沈阳农业大学学报,2008年,
省山区创业奖,2018,张杂谷12号的选育及高产栽培技术,史高雷,史高雷,王峰；赵治海,现代农村科技,2015年18期13页,
省山区创业奖,2018,张杂谷推广探讨,史高雷,史高雷,王峰；赵治海,现代农村科技,2015年18期66-68页,
省山区创业奖,2018,谷子研究进展,冯小磊,赵治海,王晓明；邱风仓；宋国亮；王德权；苏旭；张晓磊；王峰,Agricultural Science &amp; Technology,2015年15卷4期564-570页,
省山区创业奖,2018,谷子新不育系的配合力分析,宋国亮,赵治海,冯小磊；范光宇；史高雷；李双东；王峰；王晓明,作物杂志,2017年177卷2期44-60页,
省山区创业奖,2018,河 北 省 坝 上 地 区 旱 地 杂 交 谷 子 栽 培 技 术,李欣儒,李欣儒,史高雷；张晓磊,现在农村科技,2015年20期14页,
省山区创业奖,2018,高效液相色谱法测定谷子叶尖组织中4种植物激素,范光宇,赵治海,刘颖慧；冯小磊；王晓明,河北农业大学学报,2015年38卷1期25-28页,
省山区创业奖,2018,极度干旱区杂交谷子水分高效利用研究,赵治海,赵治海,冯小磊；史高雷；宋国亮,节水灌溉,2017年7期42-46+56页,
省山区创业奖,2018,小反刍兽疫病毒N基因部分序列分子演化规律,王净,,王净；王鹏；王长顺,中国兽医学报,2017年37卷12期2304-2309页,
省山区创业奖,2018,小反刍兽疫病毒全基因组遗传进化分析,王净,,王净；王鹏；王长顺；史冠旭,基因组学与应用生物学,2018年37卷4期1393-1396页,
省山区创业奖,2018,间接ELISA和竞争ELISA 检测小反刍兽疫病毒抗体的比较,王净,,王净；李刚；史利军,畜牧兽医学报,2014年45卷2期333-336页,
省山区创业奖,2018,河北省绵羊小反刍兽疫免疫抗体监测与分析,王净,,王净；崔宏宇；祁永峰；韩庆安,黑龙江畜牧兽医,"2018年2期98-99,242页",
省山区创业奖,2018,关于河北省肉羊小反刍兽疫疫情防控的思考,王净,,王净,今日畜牧兽医,2018年34卷4期27-28页,
省山区创业奖,2018,小反刍兽疫流行状况分析与防控对策,王净,,王净；李学涛；王树红,今日畜牧兽医,2018年34卷1期35-36页,
省山区创业奖,2018,探析畜牧养殖的动物疾病病因及防控对策,崔宏宇,,崔宏宇；张建虹,当代畜牧,2014年17卷32期32-33页,
省山区创业奖,2018,规模化羊场常见疾病及防控措施,王树红,,王树红；白园园；王净,今日畜牧兽医,2018年34卷5期14页,
省山区创业奖,2018,罗斯 308 鸡 IL －2 基因的克隆及生物 信息学分析,丁咚,李佩国,刘铮铸；李蕴玉；张艳英；张香斋；贾青辉；张文香；李佩国,黑龙江畜牧兽医、ISSN:1004-7034,2015年12期90-94，314页,
省山区创业奖,2018,E. tenella 河北株EtMIC-2基因克隆及生物信息分析,丁咚,李佩国,刘铮铸；张艳英；张香斋；李蕴玉；李佩国；张文香；贾青辉,中国兽医学报、ISSN: 1005-4545,"2015年35卷7期1079-1083,1111页",
省山区创业奖,2018,坝上长尾鸡IL-2基因克隆与生物学信息学分析,闫艳娟,李佩国,李蕴玉；李佩国,河北科技师范学院学报、ISSN：1672-7983,2017年31卷4期49-55页,
省山区创业奖,2018,重组质粒 pcDNA3-IL-2 对鸡球虫疫苗的免疫增效作用,李蕴玉,李佩国,张香斋；贾青辉；耿田田；张召兴；丁 咚；李佩国；张艳英,中国兽医学报、ISSN:1005-4545,2017年37卷3期456-460页,
省山区创业奖,2018,Advances in Genetic Engineering Vaccine against Chicken Coccidiosis（鸡球虫基因工程疫苗的研究进展）,张香斋,李佩国,张召兴；李蕴玉；李佩国；贾青辉；张艳英；闫艳娟；常超越,Agricultural Science &amp; Technology、ISSN：1009-4229,2017年18卷8期 1480-1483页,
省山区创业奖,2018,E. tenella 河北株重组IL-2-EtMIC-2 DNA疫苗的构建及保护力分析,张召兴,李佩国,张香斋 ；李蕴玉；丁 咚；张志强；吴同垒；贾青辉；张艳英 ；李佩国,中国兽医学报、ISSN：1005-4545,2018年38卷1期77-81页,
省山区创业奖,2018,柔嫩艾美耳球虫重组 IL-2-EtMIC-2 质粒的免疫效力研究,李蕴玉,李佩国,张召兴；李佩国；张香斋；贾青辉；闫艳娟；常超越,中国兽医杂志、ISSN：0529-6005,2018年54卷2期48-50页,
省山区创业奖,2018,E.tenella河北株重组IL-2-EtMIC-2 DNA疫苗免疫原性和抗氧化能力,李蕴玉,李佩国,张召兴；李佩国；张香斋；丁咚；贾青辉；张艳英,中国兽医学报、ISSN：1005-4545,2018年38卷5期911-916页,
省山区创业奖,2018,Development of an enzyme-linked immunosorbent assay for the monitoring and surveillance of antibodies to porcine epidemic diarrhea virus based on a recombinant membrane protein,范京惠,左玉柱,范京惠；左玉柱；申小强；顾文源；邸晶美,Journal of Virological Methods,2015225卷90-94页,
省山区创业奖,2018,猪流行性腹泻病毒的基因结构及其诊断技术,范京惠,左玉柱,范京惠；左玉柱；任晓峰,世界华人消化杂志,2013年21卷1期54-59页,
省山区创业奖,2018,猪流行性腹泻病毒S基因的研究进展,孔园园,左玉柱；范京惠,孔园园；范京惠；左玉柱；邸晶美；刘宝京；罗尚星,猪业科学,2016年33卷11期102-104页,
省山区创业奖,2018,猪流行性腹泻IgA抗体间接ELISA检测方法的建立,孔园园,左玉柱,孔园园；邸晶美；罗尚星；刘宝京；范京惠；左玉柱,猪业科学,2017年34卷5期46-48页,
省山区创业奖,2018,猪流行性腹泻病毒实时荧光定量PCR方法的建立与应用,罗尚星,左玉柱,罗尚星；刘宝京；侯林杉；师乾凯；范京惠；左玉柱,北方牧业,2017年9期27页,
省山区创业奖,2018,抗猪流行性腹泻病毒单克隆抗体的制备与鉴定,邸晶美,范京惠；左玉柱,邸晶美；顾文源；左玉柱；罗尚星；刘宝京；申小强；代飞；范京惠,河北农业大学学报,2017年40卷4期96-100页,
省山区创业奖,2018,抗猪流行性腹泻病毒单克隆抗体的制备及IgA抗体抗病毒活性研究,邸晶美,范京惠；左玉柱,邸晶美；左玉柱；范京惠,河北农业大学硕士学位论文,2017年,
省山区创业奖,2018,猪流行性腹泻抗体间接ELISA检测方法的建立,孔园园,左玉柱,孔园园；左玉柱,河北农业大学硕士学位论文,2017年,
省山区创业奖,2018,金属矿山废弃地类型划分与生态退化特征,王超,王超,王超；毕君,环境保护科学,2012年38卷1期41-44.49页,
省山区创业奖,2018,冀东地区铁尾矿库植被恢复效果,王超,王超,王超；毕君；盖安生；张岩,林业科技开发,2012年26卷2期105-108页,
省山区创业奖,2018,冀东铁矿排岩场造林技术研究,王超,王超,王超；毕君；尤海舟；杨庆华,中国农学通报,2013年29卷16期37-40页,
省山区创业奖,2018,冀东铁矿2种恢复模式植被演替过程中群落结构及生物多样性比较研究,尤海舟,尤海舟,尤海舟；葛春；王超；毕君,生态环境学报,2013年22卷9期1482-1487页,
省山区创业奖,2018,冀东铁矿排岩场植被恢复树种选择研究,尤海舟,尤海舟,尤海舟；王超；毕君,河南农业科学,2014年43卷6期71-74页,
省山区创业奖,2018,矿山废弃地生态退化程度评价,王超,王超,王超；毕君；尤海舟,生态环境学报,2014年23卷6期1070-1075页,
省山区创业奖,2018,20种植物对铅的耐性和富集能力研究,高红真,高红真,高红真；郭伟珍；毕君,中国农学通报,2014年30卷19期19-24页,
省山区创业奖,2018,冀东铁矿废弃地生态治理效果评价研究,王超,毕君,王超；毕君；尤海舟,环境科学与技术,2015年38卷12期432-435页,
省山区创业奖,2018,枸杞多糖对小鼠肠道上皮内淋巴细胞和杯状细胞数量、分布及对IL-2水平影响,石玉祥,石玉祥,石玉祥；闫金坤；王雪敏,食品科学1002-6630,2011年32卷13期318页,
省山区创业奖,2018,规模化鸡场空气致病性大肠杆菌的分离鉴定及耐药性观察,石玉祥,石玉祥,石玉祥；王绥华；张永英；栾英范；玄家洁；甄龙,河南农业科学1004-3268,2014年43卷02期126页,
省山区创业奖,2018,一例蛋鸡白痢病的诊治,索慧娜,石玉祥,索慧娜；张志薇；马邯生；李香；石玉祥,黑龙江畜牧兽医1004-7034,2015年12期132页,
省山区创业奖,2018,饲养模式对鸡舍空气细菌总数、大肠杆菌数及氨气浓度的影响,张永英,石玉祥,张永英；索慧娜；钟翠红；石玉祥；玄家洁；王阳亮,黑龙江畜牧兽医1004-7034,2015年04期52页,
省山区创业奖,2018,脂多糖应激对肉仔鸡免疫功能和新城疫疫苗免疫效果的影响,马邯生,石玉祥,马邯生；林婧；马贵达；石玉祥；史瑞雅,中国家禽1004-6364,2017年39卷22期20页,
省山区创业奖,2018,规模化养殖场鸡蛋壳表面沙门菌检测及耐药性分析,吴颜菲,石玉祥,吴颜菲；闫 胜 鸿；刘冠慧；石玉祥；张永英,今日畜牧兽医2096-5222,2017年150页,
省山区创业奖,2018,蛋鸡舍环境气载微生物含量与分布监测,张永英,石玉祥,张永英；索慧娜；钟翠红；石玉祥；吴颜菲,中国家禽1004-6364,2016年38卷11期59页,
省山区创业奖,2018,EDTA对气载大肠杆菌消毒剂抗性的影响,张永英,石玉祥,张永英；刘洋；翟新国；王慧真；钟翠红；马腾壑；石玉祥,中国家禽1004-6364,2017年39卷21期71页,
省山区创业奖,2018,甘薯中&beta;－胡萝卜素在膨大期的变化规律,张小明,牟德华,张小明；牟德华；张松树；马志民,ISSN 1002-1302 江苏农业科学,2012年40卷8期303页,
省山区创业奖,2018,五种甘薯多糖体外抗氧化活性比较,郭金颖,牟德华,郭金颖；牟德华,ISSN: 1003-6202  粮食与饲料工业,2012年12期29页,
省山区创业奖,2018,不同品种紫甘薯体外抗氧化活性的比较,薛红玮,牟德华,薛红玮；牟德华,ISSN：1003-5788 食品与机械,2011年27卷1期36页,
省山区创业奖,2018,紫甘薯饮料中花青素的稳定性研究,孙鹏尧,牟德华,孙鹏尧；周芳宁；李喜层；曹燕华；袁素辉；牟德华,ISSN：1673-6044  食品工程,2014年3期28页,
省山区创业奖,2018,不同覆膜方式对甘薯生长发育的影响,马志民,马志民,马志民；刘兰服；姚海兰；张松树,ISSN:1004-1389 西北农业学报,2012年21卷5期103页,
省山区创业奖,2018,脱氢表雄酮研究进展,马志民,张松树,马志民；刘兰服；姚海兰；张松树,ISSN:1008-1631 河北农业科学,2014年18卷3期60页,
省山区创业奖,2018,新型甘薯薯渣粉制备工艺优化研究,杨晓宽,常学东,杨晓宽；梁建兰；孟军；刘素稳；宋鑫；常学东,ISSN: 1003-0174  中国粮油学报,2014年29卷10期100页,
省山区创业奖,2018,红薯中 DHEA 提取工艺的研究进展,刘晓倩,牟德华,刘晓倩；徐春潮；贾艳青；牟德华,ISSN：1673-6044  食品工程,2010年3期16页,
省山区创业奖,2018,河北核桃叶片DNA提取方法的比较,雷玲,张志华,雷玲；王红霞；张志华；何富强；高仪；赵书岗；孙红川,华北农学报,2010年25卷2期145-148页,
